"species","site","year","DOY","pop","bowl","net","pop_adj","bowl_adj","net_adj"
"Andrena algida","Kettle Ponds","2012","126","0","0","0","0","0","0"
"Andrena algida","Kettle Ponds","2012","143","0","0","0","0","0","0"
"Andrena algida","Kettle Ponds","2012","158","0","0","0","0","0","0"
"Andrena algida","Kettle Ponds","2012","173","2","2","0","0.327868852459016","0.327868852459016","0"
"Andrena algida","Kettle Ponds","2012","185","0","0","0","0","0","0"
"Andrena algida","Kettle Ponds","2012","201","0","0","0","0","0","0"
"Andrena algida","Kettle Ponds","2012","214","0","0","0","0","0","0"
"Andrena algida","Kettle Ponds","2012","230","0","0","0","0","0","0"
"Andrena algida","Little","2012","131","6","6","0","0.9","0.9","0"
"Andrena algida","Little","2012","142","0","0","0","0","0","0"
"Andrena algida","Little","2012","156","0","0","0","0","0","0"
"Andrena algida","Little","2012","170","1","1","0","0.213523131672598","0.213523131672598","0"
"Andrena algida","Little","2012","184","0","0","0","0","0","0"
"Andrena algida","Little","2012","200","0","0","0","0","0","0"
"Andrena algida","Little","2012","213","0","0","0","0","0","0"
"Andrena algida","Little","2012","227","0","0","0","0","0","0"
"Andrena algida","Mexican Cut","2012","166","0","0","0","0","0","0"
"Andrena algida","Mexican Cut","2012","181","0","0","0","0","0","0"
"Andrena algida","Mexican Cut","2012","193","3","3","0","0.610169491525424","0.610169491525424","0"
"Andrena algida","Mexican Cut","2012","209","0","0","0","0","0","0"
"Andrena algida","Mexican Cut","2012","223","0","0","0","0","0","0"
"Andrena algida","Mexican Cut","2012","234","0","0","0","0","0","0"
"Andrena algida","Tuttle","2012","135","1","1","0","0.15","0.15","0"
"Andrena algida","Tuttle","2012","150","6","6","0","1.43426294820717","1.43426294820717","0"
"Andrena algida","Tuttle","2012","163","0","0","0","0","0","0"
"Andrena algida","Tuttle","2012","178","0","0","0","0","0","0"
"Andrena algida","Tuttle","2012","191","0","0","0","0","0","0"
"Andrena algida","Tuttle","2012","206","0","0","0","0","0","0"
"Andrena algida","Tuttle","2012","221","0","0","0","0","0","0"
"Andrena algida","Tuttle","2012","233","0","0","0","0","0","0"
"Andrena algida","Willey","2012","135","3","3","0","0.382978723404255","0.382978723404255","0"
"Andrena algida","Willey","2012","150","9","9","0","1.63636363636364","1.63636363636364","0"
"Andrena algida","Willey","2012","163","2","2","0","0.39344262295082","0.39344262295082","0"
"Andrena algida","Willey","2012","178","0","0","0","0","0","0"
"Andrena algida","Willey","2012","191","0","0","0","0","0","0"
"Andrena algida","Willey","2012","206","0","0","0","0","0","0"
"Andrena algida","Willey","2012","221","0","0","0","0","0","0"
"Andrena algida","Willey","2012","233","0","0","0","0","0","0"
"Andrena birtwelli","Hill","2012","131","0","0","0","0","0","0"
"Andrena birtwelli","Hill","2012","142","0","0","0","0","0","0"
"Andrena birtwelli","Hill","2012","156","0","0","0","0","0","0"
"Andrena birtwelli","Hill","2012","170","3","0","3","1.5","0","1.5"
"Andrena birtwelli","Hill","2012","184","4","0","4","2","0","2"
"Andrena birtwelli","Hill","2012","200","1","1","0","0.235294117647059","0.235294117647059","0"
"Andrena birtwelli","Hill","2012","213","0","0","0","0","0","0"
"Andrena birtwelli","Hill","2012","227","0","0","0","0","0","0"
"Andrena birtwelli","Little","2012","131","0","0","0","0","0","0"
"Andrena birtwelli","Little","2012","142","0","0","0","0","0","0"
"Andrena birtwelli","Little","2012","156","0","0","0","0","0","0"
"Andrena birtwelli","Little","2012","170","2","1","1","0.713523131672598","0.213523131672598","0.5"
"Andrena birtwelli","Little","2012","184","0","0","0","0","0","0"
"Andrena birtwelli","Little","2012","200","0","0","0","0","0","0"
"Andrena birtwelli","Little","2012","213","0","0","0","0","0","0"
"Andrena birtwelli","Little","2012","227","0","0","0","0","0","0"
"Andrena lawrencei","Almont","2012","108","10","10","0","1.57894736842105","1.57894736842105","0"
"Andrena lawrencei","Almont","2012","121","10","10","0","1.42857142857143","1.42857142857143","0"
"Andrena lawrencei","Almont","2012","140","0","0","0","0","0","0"
"Andrena lawrencei","Almont","2012","152","0","0","0","0","0","0"
"Andrena lawrencei","Almont","2012","167","0","0","0","0","0","0"
"Andrena lawrencei","Almont","2012","177","0","0","0","0","0","0"
"Andrena lawrencei","Almont","2012","194","0","0","0","0","0","0"
"Andrena lawrencei","Almont","2012","207","0","0","0","0","0","0"
"Andrena lawrencei","Almont","2012","236","0","0","0","0","0","0"
"Andrena nothocalaidis","Almont","2012","108","1","1","0","0.157894736842105","0.157894736842105","0"
"Andrena nothocalaidis","Almont","2012","121","3","3","0","0.428571428571429","0.428571428571429","0"
"Andrena nothocalaidis","Almont","2012","140","1","1","0","0.166666666666667","0.166666666666667","0"
"Andrena nothocalaidis","Almont","2012","152","0","0","0","0","0","0"
"Andrena nothocalaidis","Almont","2012","167","0","0","0","0","0","0"
"Andrena nothocalaidis","Almont","2012","177","0","0","0","0","0","0"
"Andrena nothocalaidis","Almont","2012","194","0","0","0","0","0","0"
"Andrena nothocalaidis","Almont","2012","207","0","0","0","0","0","0"
"Andrena nothocalaidis","Almont","2012","236","0","0","0","0","0","0"
"Andrena transnigra","Almont","2012","108","1","1","0","0.157894736842105","0.157894736842105","0"
"Andrena transnigra","Almont","2012","121","1","1","0","0.142857142857143","0.142857142857143","0"
"Andrena transnigra","Almont","2012","140","0","0","0","0","0","0"
"Andrena transnigra","Almont","2012","152","0","0","0","0","0","0"
"Andrena transnigra","Almont","2012","167","0","0","0","0","0","0"
"Andrena transnigra","Almont","2012","177","0","0","0","0","0","0"
"Andrena transnigra","Almont","2012","194","0","0","0","0","0","0"
"Andrena transnigra","Almont","2012","207","0","0","0","0","0","0"
"Andrena transnigra","Almont","2012","236","0","0","0","0","0","0"
"Andrena transnigra","Beaver","2012","124","0","0","0","0","0","0"
"Andrena transnigra","Beaver","2012","136","5","5","0","0.714285714285714","0.714285714285714","0"
"Andrena transnigra","Beaver","2012","151","1","1","0","0.19047619047619","0.19047619047619","0"
"Andrena transnigra","Beaver","2012","165","0","0","0","0","0","0"
"Andrena transnigra","Beaver","2012","179","0","0","0","0","0","0"
"Andrena transnigra","Beaver","2012","192","0","0","0","0","0","0"
"Andrena transnigra","Beaver","2012","208","0","0","0","0","0","0"
"Andrena transnigra","Beaver","2012","222","0","0","0","0","0","0"
"Andrena transnigra","Beaver","2012","240","0","0","0","0","0","0"
"Andrena transnigra","Kettle Ponds","2012","126","0","0","0","0","0","0"
"Andrena transnigra","Kettle Ponds","2012","143","0","0","0","0","0","0"
"Andrena transnigra","Kettle Ponds","2012","158","0","0","0","0","0","0"
"Andrena transnigra","Kettle Ponds","2012","173","10","10","0","1.63934426229508","1.63934426229508","0"
"Andrena transnigra","Kettle Ponds","2012","185","0","0","0","0","0","0"
"Andrena transnigra","Kettle Ponds","2012","201","0","0","0","0","0","0"
"Andrena transnigra","Kettle Ponds","2012","214","0","0","0","0","0","0"
"Andrena transnigra","Kettle Ponds","2012","230","0","0","0","0","0","0"
"Andrena transnigra","Seans","2012","124","0","0","0","0","0","0"
"Andrena transnigra","Seans","2012","136","4","4","0","0.631578947368421","0.631578947368421","0"
"Andrena transnigra","Seans","2012","151","0","0","0","0","0","0"
"Andrena transnigra","Seans","2012","165","0","0","0","0","0","0"
"Andrena transnigra","Seans","2012","179","0","0","0","0","0","0"
"Andrena transnigra","Seans","2012","192","0","0","0","0","0","0"
"Andrena transnigra","Seans","2012","208","0","0","0","0","0","0"
"Andrena transnigra","Seans","2012","222","0","0","0","0","0","0"
"Andrena transnigra","Seans","2012","240","0","0","0","0","0","0"
"Andrena transnigra","Snodgrass","2012","146","0","0","0","0","0","0"
"Andrena transnigra","Snodgrass","2012","157","2","1","1","0.676470588235294","0.176470588235294","0.5"
"Andrena transnigra","Snodgrass","2012","172","0","0","0","0","0","0"
"Andrena transnigra","Snodgrass","2012","185","0","0","0","0","0","0"
"Andrena transnigra","Snodgrass","2012","201","0","0","0","0","0","0"
"Andrena transnigra","Snodgrass","2012","214","0","0","0","0","0","0"
"Andrena transnigra","Snodgrass","2012","230","0","0","0","0","0","0"
"Andrena transnigra","Tuttle","2012","135","2","2","0","0.3","0.3","0"
"Andrena transnigra","Tuttle","2012","150","4","2","2","1.47808764940239","0.47808764940239","1"
"Andrena transnigra","Tuttle","2012","163","0","0","0","0","0","0"
"Andrena transnigra","Tuttle","2012","178","0","0","0","0","0","0"
"Andrena transnigra","Tuttle","2012","191","0","0","0","0","0","0"
"Andrena transnigra","Tuttle","2012","206","0","0","0","0","0","0"
"Andrena transnigra","Tuttle","2012","221","0","0","0","0","0","0"
"Andrena transnigra","Tuttle","2012","233","0","0","0","0","0","0"
"Andrena transnigra","Willey","2012","135","1","0","1","0.5","0","0.5"
"Andrena transnigra","Willey","2012","150","4","3","1","1.04545454545455","0.545454545454545","0.5"
"Andrena transnigra","Willey","2012","163","0","0","0","0","0","0"
"Andrena transnigra","Willey","2012","178","0","0","0","0","0","0"
"Andrena transnigra","Willey","2012","191","0","0","0","0","0","0"
"Andrena transnigra","Willey","2012","206","0","0","0","0","0","0"
"Andrena transnigra","Willey","2012","221","0","0","0","0","0","0"
"Andrena transnigra","Willey","2012","233","0","0","0","0","0","0"
"Anthophora terminalis","Beaver","2012","124","0","0","0","0","0","0"
"Anthophora terminalis","Beaver","2012","136","0","0","0","0","0","0"
"Anthophora terminalis","Beaver","2012","151","0","0","0","0","0","0"
"Anthophora terminalis","Beaver","2012","165","0","0","0","0","0","0"
"Anthophora terminalis","Beaver","2012","179","0","0","0","0","0","0"
"Anthophora terminalis","Beaver","2012","192","2","1","1","0.689873417721519","0.189873417721519","0.5"
"Anthophora terminalis","Beaver","2012","208","0","0","0","0","0","0"
"Anthophora terminalis","Beaver","2012","222","0","0","0","0","0","0"
"Anthophora terminalis","Beaver","2012","240","0","0","0","0","0","0"
"Anthophora terminalis","CDOT","2016","126","0","0","0","0","0","0"
"Anthophora terminalis","CDOT","2016","143","0","0","0","0","0","0"
"Anthophora terminalis","CDOT","2016","158","0","0","0","0","0","0"
"Anthophora terminalis","CDOT","2016","174","0","0","0","0","0","0"
"Anthophora terminalis","CDOT","2016","190","3","0","3","1.5","0","1.5"
"Anthophora terminalis","CDOT","2016","203","4","2","2","2.63829787234043","0.638297872340426","2"
"Anthophora terminalis","CDOT","2016","215","0","0","0","0","0","0"
"Anthophora terminalis","CDOT","2016","231","0","0","0","0","0","0"
"Anthophora terminalis","CDOT","2016","243","1","1","0","0.184615384615385","0.184615384615385","0"
"Anthophora terminalis","Little","2016","159","0","0","0","0","0","0"
"Anthophora terminalis","Little","2016","173","0","0","0","0","0","0"
"Anthophora terminalis","Little","2016","193","2","1","1","0.653061224489796","0.153061224489796","0.5"
"Anthophora terminalis","Little","2016","209","0","0","0","0","0","0"
"Anthophora terminalis","Little","2016","224","0","0","0","0","0","0"
"Anthophora terminalis","Little","2016","238","0","0","0","0","0","0"
"Anthophora terminalis","Lypps","2016","126","0","0","0","0","0","0"
"Anthophora terminalis","Lypps","2016","143","0","0","0","0","0","0"
"Anthophora terminalis","Lypps","2016","158","0","0","0","0","0","0"
"Anthophora terminalis","Lypps","2016","174","0","0","0","0","0","0"
"Anthophora terminalis","Lypps","2016","190","2","1","1","0.650375939849624","0.150375939849624","0.5"
"Anthophora terminalis","Lypps","2016","203","0","0","0","0","0","0"
"Anthophora terminalis","Lypps","2016","215","0","0","0","0","0","0"
"Anthophora terminalis","Lypps","2016","231","0","0","0","0","0","0"
"Anthophora terminalis","Lypps","2016","243","0","0","0","0","0","0"
"Anthophora terminalis","Willey","2016","145","0","0","0","0","0","0"
"Anthophora terminalis","Willey","2016","161","0","0","0","0","0","0"
"Anthophora terminalis","Willey","2016","175","0","0","0","0","0","0"
"Anthophora terminalis","Willey","2016","194","0","0","0","0","0","0"
"Anthophora terminalis","Willey","2016","207","0","0","0","0","0","0"
"Anthophora terminalis","Willey","2016","225","2","2","0","0.288461538461538","0.288461538461538","0"
"Anthophora terminalis","Willey","2016","235","0","0","0","0","0","0"
"Anthophora terminalis","Willey","2016","250","0","0","0","0","0","0"
"Anthophora terminalis","CDOT","2017","146","0","0","0","0","0","0"
"Anthophora terminalis","CDOT","2017","156","0","0","0","0","0","0"
"Anthophora terminalis","CDOT","2017","170","0","0","0","0","0","0"
"Anthophora terminalis","CDOT","2017","184","0","0","0","0","0","0"
"Anthophora terminalis","CDOT","2017","201","6","1","5","2.67142857142857","0.171428571428571","2.5"
"Anthophora terminalis","CDOT","2017","213","4","1","3","1.67751479289941","0.177514792899408","1.5"
"Anthophora terminalis","CDOT","2017","229","0","0","0","0","0","0"
"Anthophora terminalis","CDOT","2017","241","0","0","0","0","0","0"
"Anthophora ursina","Almont","2016","125","2","0","2","1","0","1"
"Anthophora ursina","Almont","2016","142","0","0","0","0","0","0"
"Anthophora ursina","Almont","2016","155","0","0","0","0","0","0"
"Anthophora ursina","Almont","2016","172","0","0","0","0","0","0"
"Anthophora ursina","Almont","2016","187","0","0","0","0","0","0"
"Anthophora ursina","Almont","2016","200","0","0","0","0","0","0"
"Anthophora ursina","Almont","2016","214","0","0","0","0","0","0"
"Anthophora ursina","Almont","2016","232","0","0","0","0","0","0"
"Anthophora ursina","Almont","2016","244","0","0","0","0","0","0"
"Calliopsis coloradensis","Almont","2011","167","0","0","0","0","0","0"
"Calliopsis coloradensis","Almont","2011","182","0","0","0","0","0","0"
"Calliopsis coloradensis","Almont","2011","195","0","0","0","0","0","0"
"Calliopsis coloradensis","Almont","2011","209","1","1","0","0.170940170940171","0.170940170940171","0"
"Calliopsis coloradensis","Almont","2011","221","1","1","0","0.176470588235294","0.176470588235294","0"
"Calliopsis coloradensis","Almont","2011","238","0","0","0","0","0","0"
"Calliopsis coloradensis","Almont","2011","255","0","0","0","0","0","0"
"Calliopsis coloradensis","Almont","2015","119","0","0","0","0","0","0"
"Calliopsis coloradensis","Almont","2015","131","0","0","0","0","0","0"
"Calliopsis coloradensis","Almont","2015","147","0","0","0","0","0","0"
"Calliopsis coloradensis","Almont","2015","159","0","0","0","0","0","0"
"Calliopsis coloradensis","Almont","2015","176","0","0","0","0","0","0"
"Calliopsis coloradensis","Almont","2015","187","1","1","0","0.213523131672598","0.213523131672598","0"
"Calliopsis coloradensis","Almont","2015","205","0","0","0","0","0","0"
"Calliopsis coloradensis","Almont","2015","220","1","1","0","0.182370820668693","0.182370820668693","0"
"Calliopsis teucrii","Davids","2009","173","0","0","0","0","0","0"
"Calliopsis teucrii","Davids","2009","187","0","0","0","0","0","0"
"Calliopsis teucrii","Davids","2009","203","0","0","0","0","0","0"
"Calliopsis teucrii","Davids","2009","215","1","1","0","0.15748031496063","0.15748031496063","0"
"Calliopsis teucrii","Davids","2009","229","1","1","0","0.160427807486631","0.160427807486631","0"
"Calliopsis teucrii","CDOT","2015","138","0","0","0","0","0","0"
"Calliopsis teucrii","CDOT","2015","149","0","0","0","0","0","0"
"Calliopsis teucrii","CDOT","2015","170","0","0","0","0","0","0"
"Calliopsis teucrii","CDOT","2015","182","0","0","0","0","0","0"
"Calliopsis teucrii","CDOT","2015","197","1","1","0","0.145631067961165","0.145631067961165","0"
"Calliopsis teucrii","CDOT","2015","211","1","1","0","0.162162162162162","0.162162162162162","0"
"Calliopsis teucrii","CDOT","2015","224","0","0","0","0","0","0"
"Calliopsis teucrii","Lypps","2015","176","0","0","0","0","0","0"
"Calliopsis teucrii","Lypps","2015","197","12","12","0","1.75182481751825","1.75182481751825","0"
"Calliopsis teucrii","Lypps","2015","211","36","36","0","5.88555858310627","5.88555858310627","0"
"Calliopsis teucrii","Lypps","2015","224","34","34","0","5.76271186440678","5.76271186440678","0"
"Calliopsis teucrii","Almont","2016","125","0","0","0","0","0","0"
"Calliopsis teucrii","Almont","2016","142","0","0","0","0","0","0"
"Calliopsis teucrii","Almont","2016","155","0","0","0","0","0","0"
"Calliopsis teucrii","Almont","2016","172","0","0","0","0","0","0"
"Calliopsis teucrii","Almont","2016","187","4","4","0","0.681818181818182","0.681818181818182","0"
"Calliopsis teucrii","Almont","2016","200","0","0","0","0","0","0"
"Calliopsis teucrii","Almont","2016","214","0","0","0","0","0","0"
"Calliopsis teucrii","Almont","2016","232","0","0","0","0","0","0"
"Calliopsis teucrii","Almont","2016","244","0","0","0","0","0","0"
"Calliopsis teucrii","Lypps","2016","126","0","0","0","0","0","0"
"Calliopsis teucrii","Lypps","2016","143","0","0","0","0","0","0"
"Calliopsis teucrii","Lypps","2016","158","0","0","0","0","0","0"
"Calliopsis teucrii","Lypps","2016","174","0","0","0","0","0","0"
"Calliopsis teucrii","Lypps","2016","190","69","69","0","10.3759398496241","10.3759398496241","0"
"Calliopsis teucrii","Lypps","2016","203","44","44","0","12.7536231884058","12.7536231884058","0"
"Calliopsis teucrii","Lypps","2016","215","43","43","0","6.32352941176471","6.32352941176471","0"
"Calliopsis teucrii","Lypps","2016","231","0","0","0","0","0","0"
"Calliopsis teucrii","Lypps","2016","243","15","14","1","3.92857142857143","3.42857142857143","0.5"
"Calliopsis teucrii","Lypps","2017","146","0","0","0","0","0","0"
"Calliopsis teucrii","Lypps","2017","157","0","0","0","0","0","0"
"Calliopsis teucrii","Lypps","2017","170","0","0","0","0","0","0"
"Calliopsis teucrii","Lypps","2017","184","3","3","0","0.54380664652568","0.54380664652568","0"
"Calliopsis teucrii","Lypps","2017","201","27","27","0","5.4","5.4","0"
"Calliopsis teucrii","Lypps","2017","213","18","18","0","2.72727272727273","2.72727272727273","0"
"Calliopsis teucrii","Lypps","2017","229","9","9","0","1.8815331010453","1.8815331010453","0"
"Calliopsis teucrii","Lypps","2017","241","2","2","0","0.358208955223881","0.358208955223881","0"
"Ceratina nanula","Almont","2010","178","2","2","0","0.330578512396694","0.330578512396694","0"
"Ceratina nanula","Almont","2010","191","2","2","0","0.378548895899054","0.378548895899054","0"
"Ceratina nanula","Almont","2010","205","1","1","0","0.168539325842697","0.168539325842697","0"
"Ceratina nanula","Almont","2010","223","3","3","0","0.612244897959184","0.612244897959184","0"
"Ceratina nanula","Almont","2010","232","1","1","0","0.206185567010309","0.206185567010309","0"
"Ceratina nanula","Almont","2010","245","10","5","5","3.35714285714286","0.857142857142857","2.5"
"Ceratina nanula","Almont","2011","167","2","2","0","0.444444444444444","0.444444444444444","0"
"Ceratina nanula","Almont","2011","182","3","3","0","0.676691729323308","0.676691729323308","0"
"Ceratina nanula","Almont","2011","195","0","0","0","0","0","0"
"Ceratina nanula","Almont","2011","209","0","0","0","0","0","0"
"Ceratina nanula","Almont","2011","221","2","2","0","0.352941176470588","0.352941176470588","0"
"Ceratina nanula","Almont","2011","238","0","0","0","0","0","0"
"Ceratina nanula","Almont","2011","255","0","0","0","0","0","0"
"Ceratina nanula","Almont","2012","108","1","1","0","0.157894736842105","0.157894736842105","0"
"Ceratina nanula","Almont","2012","121","9","9","0","1.28571428571429","1.28571428571429","0"
"Ceratina nanula","Almont","2012","140","1","1","0","0.166666666666667","0.166666666666667","0"
"Ceratina nanula","Almont","2012","152","10","9","1","1.90992167101828","1.40992167101828","0.5"
"Ceratina nanula","Almont","2012","167","0","0","0","0","0","0"
"Ceratina nanula","Almont","2012","177","0","0","0","0","0","0"
"Ceratina nanula","Almont","2012","194","5","5","0","0.821917808219178","0.821917808219178","0"
"Ceratina nanula","Almont","2012","207","0","0","0","0","0","0"
"Ceratina nanula","Almont","2012","236","0","0","0","0","0","0"
"Ceratina nanula","Mexican Cut","2012","166","0","0","0","0","0","0"
"Ceratina nanula","Mexican Cut","2012","181","0","0","0","0","0","0"
"Ceratina nanula","Mexican Cut","2012","193","9","9","0","1.83050847457627","1.83050847457627","0"
"Ceratina nanula","Mexican Cut","2012","209","0","0","0","0","0","0"
"Ceratina nanula","Mexican Cut","2012","223","0","0","0","0","0","0"
"Ceratina nanula","Mexican Cut","2012","234","0","0","0","0","0","0"
"Ceratina nanula","Almont","2014","153","0","0","0","0","0","0"
"Ceratina nanula","Almont","2014","164","3","3","0","0.523255813953488","0.523255813953488","0"
"Ceratina nanula","Almont","2014","177","0","0","0","0","0","0"
"Ceratina nanula","Almont","2014","199","0","0","0","0","0","0"
"Ceratina nanula","Almont","2014","219","0","0","0","0","0","0"
"Ceratina nanula","Almont","2015","119","0","0","0","0","0","0"
"Ceratina nanula","Almont","2015","131","0","0","0","0","0","0"
"Ceratina nanula","Almont","2015","147","0","0","0","0","0","0"
"Ceratina nanula","Almont","2015","159","4","4","0","0.496894409937888","0.496894409937888","0"
"Ceratina nanula","Almont","2015","176","4","3","1","0.83210332103321","0.33210332103321","0.5"
"Ceratina nanula","Almont","2015","187","1","1","0","0.213523131672598","0.213523131672598","0"
"Ceratina nanula","Almont","2015","205","0","0","0","0","0","0"
"Ceratina nanula","Almont","2015","220","0","0","0","0","0","0"
"Ceratina nanula","CDOT","2015","138","3","3","0","0.423529411764706","0.423529411764706","0"
"Ceratina nanula","CDOT","2015","149","9","8","1","1.60599078341014","1.10599078341014","0.5"
"Ceratina nanula","CDOT","2015","170","22","12","10","6.85567010309278","1.85567010309278","5"
"Ceratina nanula","CDOT","2015","182","12","11","1","2.54669226741142","1.95845697329377","0.588235294117647"
"Ceratina nanula","CDOT","2015","197","0","0","0","0","0","0"
"Ceratina nanula","CDOT","2015","211","0","0","0","0","0","0"
"Ceratina nanula","CDOT","2015","224","0","0","0","0","0","0"
